"id","uid","name","shortname","longtitude","latitude","nhfrid","subcounty_uid","subcounty","district_uid","district","region","hflevel","ownership","authority","status","report"
"103","aPsvoBYxsDS","Bar-Dege Layibi Division Field Survey Station 021","SG-GULUC-021","32.252295","2.765965","9000000000103","xN3BZZ5MtYs","Bar-Dege Layibi Division","szlrGpmFlu9","Gulu City","Acholi","Regional Operations Hub","PNFP","UCMB","Functional","Reporting"
"104","l6Hyq52O7B1","Bar-Dege Layibi Division Field Survey Station 022","SG-GULUC-022","","","9000000000104","xN3BZZ5MtYs","Bar-Dege Layibi Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"105","PDrCI0KZp8c","Bar-Dege Layibi Division Field Survey Station 023","SG-GULUC-023","32.289016","2.769779","9000000000105","xN3BZZ5MtYs","Bar-Dege Layibi Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","UCMB","Functional","Reporting"
"106","LPJ8Gxge7ig","Bar-Dege Layibi Division Field Survey Station 024","SG-GULUC-024","32.274944","2.764646","9000000000106","xN3BZZ5MtYs","Bar-Dege Layibi Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"107","asZMKtqcAd9","Bar-Dege Layibi Division Field Survey Station 025","SG-GULUC-025","32.29714","2.770455","9000000000107","xN3BZZ5MtYs","Bar-Dege Layibi Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"108","b2LlvIFGc5U","Laroo Pece Division Field Survey Station 001","SG-GULUC-001","32.298497","2.772942","9000000000108","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"109","CkUZza1MI3Y","Laroo Pece Division Field Survey Station 002","SG-GULUC-002","32.2905","2.819524","9000000000109","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"110","aE0Yzd3YZQ9","Laroo Pece Division Field Survey Station 003","SG-GULUC-003","32.316856","2.757654","9000000000110","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"111","pXRws5D6wrR","Laroo Pece Division Field Survey Station 004","SG-GULUC-004","32.298653","2.770935","9000000000111","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"112","aLYCBzAcgPU","Laroo Pece Division Field Survey Station 005","SG-GULUC-005","32.300983","2.771777","9000000000112","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"113","DgcoJ3W21vA","Laroo Pece Division Field Survey Station 006","SG-GULUC-006","32.299626","2.774748","9000000000113","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"114","fLjNMAg4ymN","Laroo Pece Division Field Survey Station 007","SG-GULUC-007","","","9000000000114","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","Private Authority","Non-Functional","Non-Reporting"
"115","ac0AKXEU6Cz","Laroo Pece Division Field Survey Station 008","SG-GULUC-008","","","9000000000115","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"116","afGTmR6EesS","Laroo Pece Division Field Survey Station 009","SG-GULUC-009","32.302495","2.771163","9000000000116","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","GOV","UPF","Functional","Reporting"
"117","QDc7Wijvfca","Laroo Pece Division Field Survey Station 010","SG-GULUC-010","32.298886","2.777541","9000000000117","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","GOV","MOH","Functional","Reporting"
"118","GDyo7zIJZ29","Laroo Pece Division Field Survey Station 011","SG-GULUC-011","32.316154","2.787377","9000000000118","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","GOV","MoES","Functional","Reporting"
"119","qZUu0ylcHTa","Laroo Pece Division Field Survey Station 012","SG-GULUC-012","32.300399","2.782387","9000000000119","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","NGO","Functional","Reporting"
"120","iRuin8Wmvzp","Laroo Pece Division Field Survey Station 013","SG-GULUC-013","","","9000000000120","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"121","huR6kAEICw4","Laroo Pece Division Field Survey Station 014","SG-GULUC-014","32.33498","2.816177","9000000000121","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","PNFP","UPMB","Functional","Reporting"
"122","FvZUwmuSrzB","Laroo Pece Division Field Survey Station 015","SG-GULUC-015","32.325185","2.825758","9000000000122","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"123","elqHQKpMveQ","Laroo Pece Division Field Survey Station 016","SG-GULUC-016","32.324877","2.785601","9000000000123","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"124","pD07V67nAEZ","Laroo Pece Division Field Survey Station 017","SG-GULUC-017","32.366022","2.792912","9000000000124","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","PNFP","UCMB","Functional","Reporting"
"125","Vc52QmdPT1X","Laroo Pece Division Field Survey Station 018","SG-GULUC-018","32.300118","2.773002","9000000000125","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"126","y6obJSQlHLE","Laroo Pece Division Field Survey Station 019","SG-GULUC-019","32.344621","2.766426","9000000000126","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","Private Authority","Non-Functional","Non-Reporting"
"127","CM43BBuBghi","Laroo Pece Division Field Survey Station 020","SG-GULUC-020","32.310045","2.770335","9000000000127","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"128","MRK5dHBnvSw","Laroo Pece Division Field Survey Station 021","SG-GULUC-021","32.317663","2.776443","9000000000128","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"129","DCyQXcoWZw7","Laroo Pece Division Field Survey Station 022","SG-GULUC-022","32.29946","2.765195","9000000000129","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"130","o3GWM4VVhQy","Laroo Pece Division Field Survey Station 023","SG-GULUC-023","32.302782","2.775286","9000000000130","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"131","bkDIfDrVsnC","Laroo Pece Division Field Survey Station 024","SG-GULUC-024","","","9000000000131","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"132","XpSHs0t1rtF","Laroo Pece Division Field Survey Station 025","SG-GULUC-025","32.302196","2.800341","9000000000132","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","PNFP","UCMB","Functional","Reporting"
"133","kG0Pg9QsbJM","Laroo Pece Division Field Survey Station 026","SG-GULUC-026","32.318789","2.837696","9000000000133","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Subcounty Field Station","PNFP","Private Authority","Functional","Reporting"
"134","atGRMXTBJaA","Laroo Pece Division Field Survey Station 027","SG-GULUC-027","32.299329","2.776794","9000000000134","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"135","rigBgTrixkr","Laroo Pece Division Field Survey Station 028","SG-GULUC-028","32.348527","2.796725","9000000000135","LllQ7wFfkGG","Laroo Pece Division","szlrGpmFlu9","Gulu City","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"136","Z1dfGmIoSeF","Awach Subcounty Field Survey Station 001","SG-GULUD-001","32.40162","2.967422","9000000000136","nd7BxeKY0BC","Awach Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"137","F6wXWJHDAlo","Awach Subcounty Field Survey Station 002","SG-GULUD-002","32.336749","2.9316","9000000000137","nd7BxeKY0BC","Awach Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"138","KBjtlZguP00","Bungatira Subcounty Field Survey Station 001","SG-GULUD-001","32.278128","2.858875","9000000000138","LNkFivzpeA1","Bungatira Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"139","dIbIL5tIcDi","Bungatira Subcounty Field Survey Station 002","SG-GULUD-002","32.299451","2.913809","9000000000139","LNkFivzpeA1","Bungatira Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"140","WKobZy8pNwR","Bungatira Subcounty Field Survey Station 003","SG-GULUD-003","32.286114","2.877292","9000000000140","LNkFivzpeA1","Bungatira Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"141","UH56sJpuPoN","Bungatira Subcounty Field Survey Station 004","SG-GULUD-004","32.226768","2.899117","9000000000141","LNkFivzpeA1","Bungatira Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"142","ZEEW8QXy1sS","Omel Subcounty Field Survey Station 001","SG-GULUD-001","32.582281","2.876609","9000000000142","SXn9X0OzWLu","Omel Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"143","Gzcd4Zsd8iB","Owalo Subcounty Field Survey Station 001","SG-GULUD-001","32.353593","3.047497","9000000000143","ALL4sSTGBRn","Owalo Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"144","PQ5WTEpxw8U","Owalo Subcounty Field Survey Station 002","SG-GULUD-002","32.343156","3.049712","9000000000144","ALL4sSTGBRn","Owalo Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"145","WleyUUQfJK6","Owo Subcounty Field Survey Station 001","SG-GULUD-001","32.216728","2.844617","9000000000145","eqWTxwNFZ3e","Owo Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"146","UgqKAVxjbex","Owo Subcounty Field Survey Station 002","SG-GULUD-002","32.207429","2.957975","9000000000146","eqWTxwNFZ3e","Owo Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"147","gtVTKwveKEE","Paibona Subcounty Field Survey Station 001","SG-GULUD-001","32.453271","3.018144","9000000000147","PByGsFlUb4P","Paibona Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"148","apGje3lIGEP","Paicho Subcounty Field Survey Station 001","SG-GULUD-001","32.514097","2.922571","9000000000148","OKIyTJatyIr","Paicho Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"149","RefkDqDX6jq","Paicho Subcounty Field Survey Station 002","SG-GULUD-002","32.518822","2.924162","9000000000149","OKIyTJatyIr","Paicho Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"150","cStwSlODOpK","Paicho Subcounty Field Survey Station 003","SG-GULUD-003","32.454584","2.897302","9000000000150","OKIyTJatyIr","Paicho Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"151","qb4Et8MqIZt","Paicho Subcounty Field Survey Station 004","SG-GULUD-004","32.450207","2.894706","9000000000151","OKIyTJatyIr","Paicho Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"152","CQ5zCINpLm3","Paicho Subcounty Field Survey Station 005","SG-GULUD-005","32.454647","2.816439","9000000000152","OKIyTJatyIr","Paicho Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"153","ltWFhjfI6qF","Palaro Subcounty Field Survey Station 001","SG-GULUD-001","32.365199","3.114663","9000000000153","N00GWUvXv52","Palaro Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"154","bRt4VDvHDPQ","Palaro Subcounty Field Survey Station 002","SG-GULUD-002","32.365073","3.28226","9000000000154","N00GWUvXv52","Palaro Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"155","T5RAXrLQCD6","Patiko Subcounty Field Survey Station 001","SG-GULUD-001","32.324666","3.014087","9000000000155","mJidDmRCdn8","Patiko Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"156","NsNbvtaMOK2","Patiko Subcounty Field Survey Station 002","SG-GULUD-002","32.249266","3.023405","9000000000156","mJidDmRCdn8","Patiko Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"157","EutuLBY58L0","Pukony Subcounty Field Survey Station 001","SG-GULUD-001","32.459859","2.964352","9000000000157","ufFYZzS4K49","Pukony Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"158","P2sdfoxH0a7","Unyama Subcounty Field Survey Station 001","SG-GULUD-001","32.379013","2.838155","9000000000158","Anb2BySBeLP","Unyama Subcounty","Gwk4wkLz7EW","Gulu District","Acholi","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"159","ifmbldJaNrM","Central Division Field Survey Station 001","SG-KITGU-001","32.877743","3.298138","9000000000159","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"160","k1Ady0jT3QS","Central Division Field Survey Station 002","SG-KITGU-002","32.882018","3.287926","9000000000160","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"161","aY4QRB6dKBj","Central Division Field Survey Station 003","SG-KITGU-003","32.877377","3.297742","9000000000161","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"162","AcJBataZEgg","Central Division Field Survey Station 004","SG-KITGU-004","","","9000000000162","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"163","OSehC9j4JV1","Central Division Field Survey Station 005","SG-KITGU-005","32.874136","3.283134","9000000000163","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"164","z2LfysbyF9U","Central Division Field Survey Station 006","SG-KITGU-006","32.881659","3.294849","9000000000164","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Regional Operations Hub","GOV","Local Government","Functional","Reporting"
"165","f7pQNP83wd9","Central Division Field Survey Station 007","SG-KITGU-007","32.880667","3.297117","9000000000165","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"166","v3S6pvqS63U","Central Division Field Survey Station 008","SG-KITGU-008","32.874735","3.295591","9000000000166","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","GOV","UPF","Functional","Reporting"
"167","MvWfNbmsyfy","Central Division Field Survey Station 009","SG-KITGU-009","32.874892","3.293648","9000000000167","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"168","CU6IfK8lFaQ","Central Division Field Survey Station 010","SG-KITGU-010","","","9000000000168","mdLZLcMudPe","Central Division","pnTVIF5v27r","Kitgum District","Acholi","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
